,명칭,주소,lat,lon,개요,문의 및 안내,주차 시설,영업시간,쉬는날,대표메뉴,취급메뉴,상세정보
357,커뮤니테이블,"제주특별자치도 서귀포시  월평로 (15)
			",33.244832508,126.4593011267,서귀포 월평마을에 위치한 아담한 식당이다. 창가 너머 따뜻한 햇살이 식탁으로 들어와 아늑하고 낭만적인 분위기이다. 계절별로 맛이 좋은 생선을 이용하여 만드는 파스타가 이곳의 시그니처 메뉴이다.,064-739-1390,,화~토 11:00 ~ 19:00 / 일요일 11:00 ~ 16:00,월요일,바다의계절 (생선과 대파크림으로 만든 파스타),바다의계절 / 수비드 스테이크 플레이트 / 알리오올리오 / 칠리 토마토 파스타 / 커뮤니 로제 그라탕 등,
358,마루다이닝,"제주특별자치도 서귀포시 대정읍 서삼중로 (77)
			",33.2698423947,126.2033561193,"마루는 제주도의 신선한 제철 식재료와 전문적인 조리기술을 더해, 장르를 가리지 않고 다양한 스타일의 음식과 문화를 경험할 수 있는 CASUAL ASIAN DINING이다.<br>어떠한 기교나 잔재주 없이, 오롯이 맛있는 음식을 대접하겠다는 일념으로 모든 정성을 기울였다.<br>단층주택을 개조한 것 같은 외관에 내부는 ""ㄱ""자 구조로 되어 있다.<br> 메뉴는 바다와 어울리는 해산물을 이용한 해물라멘이 있으며 제주산 흑돼지로 만든 밥 종류가 있다.<br>그 외 다른 다양한 음식들도 준비되어 있다.",0507-1331-0968,,11:00-21:00(브레이크 타임 15:00-17:00),연중무휴,"제주해물라멘, 차슈라멘","흑돼지 멘치카츠 카레라이스, 제주 매콤 흑돼지덮밥, 뿔소라 오니기리",
359,도남오거리식당,"제주특별자치도 제주시 도남로6길 16
			",33.4965335254,126.5261257672,"20여 년 전통의 고기 전문점으로, 소, 돼지 다양한 구이 메뉴를 취향대로 즐길 수 있는 한식당이다. 제주에서 흔히 맛볼 수 없는 황소 모둠구이 전문식당이다. 황소 모둠구이, 육회, 쌈밥 등의 메뉴를 가지고 있는데 다양한 소 부위를 저렴하게 먹을 수 있는 곳으로 유명하다. 그리고 돌솥육회비빔밥, 우거지탕, 육개장, 김치전골 등의 식사메뉴와 냉면 메뉴가 마련되어 있다.",064-722-4844,주차 가능,15:00 ~ 23:00,,황소 모둠구이,황소 모둠구이 / 꽃등심 / 차돌박이 / 육회 외,
360,붉은제주,"제주특별자치도 제주시 애월읍 애월로 (37)
			",33.4621672742,126.3122673637,"붉은제주는 애월에 위치한 바다전망 좋은 삼합 전문점이다. 큰 그릇 위에 한라산 모양의 뚜껑이 덮여 있고 그 위에서 전복을 불로 굽는다. 그리고 뚜껑을 열면 문어, 새우, 게 등 싱싱한 해산물이 쏟아진다. 한라삼합과 성산삼합은 하루에 20세트만 한정판매 한다. 100% 예약제로 운영하고 있기 때문에 방문 전 예약은 필수이다.",064-744-9123,공용주차장,평일 11:20 ~ 20:30 / 주말 11:00 ~ 20:30,일요일 휴무,성산삼합 / 한라삼합,성산삼합 / 한라삼합 외,
361,채훈이네해장국,"제주특별자치도 제주시 한경면 두신로 (69)
			",33.3493277253,126.1825006155,"제주도에서만 맛볼수있는 고사리육개장과 몸국이 일품입니다.
채훈이네해장국은 제주도에서만 맛볼 수 있는 고사리 육개장과 몸국이 일품인 음식점이다. 맛있는 점도높은 제주식 고사리해장국과 
모자반이 한가득 들어있는 몸국도 담백하게 즐길 수 있다.",0507-1463-3558,,06:30 ~ 15:00,매주 토요일,해장국 / 고사리육개장,해장국 / 고사리육개장 / 내장탕 / 몸국 외,
362,도토리 키친,"제주특별자치도 제주시  북성로 (59)
			",33.5154118713,126.5186037702,"청귤소바는 제주도의 대표과일인 감귤의 미성숙과인 풋귤을 이용하여 자체개발한 요리이다. 고소한 소바와 상큼한 청귤의 조화로 상큼하게 먹을 수 있는 청귤소바에 곁들인  톳유부초밥 세트와 감자고로케 세트 2가지로 즐길 수 있다. 
수제 쯔유로 더 깊은 맛을 내며, 면도 쫄깃하고 고소해서 맛있다.",064-782-1021,,11:00 - 17:00 (라스트오더 16:30),,청귤소바,청귤소바 / 청귤소바+톳유부초밥 / 롤카베츠 / 소바롤 외,"화장실:있음
"
363,애월집,"제주특별자치도 제주시 애월읍 애월해안로 (690)
			",33.4820049659,126.3755752985,애월집은 애월해안도로 쪽에 위치한 식당이다. 바다뷰를 즐기며 편안한 분위기 속에 고기와 국수 메뉴로 식사가 가능하다.,0507-1335-7024,주차장 있음,10:00~22:00,매주 수요일 정기휴무,흑돼지 생 돈까스,흑돼지 생 돈까스 / 제주산 돌문어 비빔국수 / 고기국수 외,
364,가파도별미식당,"제주특별자치도 서귀포시 대정읍 영서중로 (19)
			",33.2214707806,126.2558665184,가파도 보릿가루로 반죽한 보말보리수제비와 보말죽 삼계탕이 대표 메뉴이다. 크림스프처럼 부드럽고 뜨끈한 보말죽 삼계탕은 추운 겨울 몸보신으로 제격이다.,064-794-0320,,11:00 ~ 20:00,,보말죽 삼계탕,보말죽 삼계탕 / 전복죽 삼계탕 / 보말보리수제비 등,
365,몰래물밥상,"제주특별자치도 제주시  도두항서길 (65)
			",33.5041872407,126.4637087977,"20여년 특급호텔 경력의 기능장이 만드는 활우럭조림, 제주은갈치조림 전문 식당이다. 톳밥과 함께 직접 만들어 짜지 않은 간장게장, 바삭한 멜튀김 등의 다양한 밑반찬이 나온다. 생김에 두부, 무, 시래기 등을 밥과 함께 싸먹는것이 별미이다.",064-711-8919,,11:00 ~ 22:00 (브레이크타임 15:00~17:00),수요일,활우럭조림,활우럭조림 / 제주은갈치조림 / 낙지볶음 등,
366,삼다숯불갈비,"제주특별자치도 서귀포시  명동로 (43)
			",33.2477616577,126.5664639948,제주도 현지에서 맛보는 돼지 생갈비 로컬 맛집이다. 아무데서나 맛볼 수 없고 가격대비 질이 좋은 편이다.,064-763-0668,,17:00 ~ 23:00,,돼지생갈비,돼지생갈비,
367,올티스,"제주특별자치도 제주시 조천읍 거문오름길 (23-58)
			",33.4630486234,126.7174404708,"올티스에서는 제주다원에서 유기농으로 재배한 녹차, 홍차, 호지차, 말차를 생산·가공·유통하고 있다. 올티스의 첫번째 티 테이스팅 클래스 ""Tea mind""에서는 직영 농장에서 생산한 다양한 차를 전문가의 손길로 정성껏 우려 내어 드린다.",0507-1401-9700,주차가능,10:00 ~ 17:00,연중무휴,녹차,녹차 / 말차 / 홍차 / 호지차,
368,효은양갱,"제주특별자치도 서귀포시 안덕면 덕수회관로 14
			",33.2519488887,126.3145218618,제주도에 위치한 카페이다. 건강에 좋고 향도 좋은 블랜딩 차와 직접 만든 귀엽고 달콤한 디저트인 한라봉 수제양갱을 맛볼 수 있다.,0507-1417-8902,주차 가능,10:00 ~ 18:00,,한라봉양갱,한라봉양갱 / 한라봉푸딩젤 / 한라봉차 / 우유품은 라봉이 외,
369,ICC JEJU  패밀리 레스토랑 델리지아,"제주특별자치도 서귀포시 중문관광로 224
			",33.2412740186,126.4244958917,"이태리어로 '환희, 쾌락'의 의미인 델리지아는 주상절리 야자수와 지중해풍의 은빛바다, 이국적인 분위기와 함께 제주에 청정재료로 맛을 낸 제주향토음식, 양식, 파스타 등 수제 쿠키, 케이크, 빵, 커피, 생과일주스 등 다양한 메뉴로 구성된 퓨전 레스토랑이다. 

음식의 맛과 서비스에 있어 고객에게 감동과 즐거움을 주고자 최선을 다하는 델리지아는 1,000여 대를 수용할 수 있는 무료주차장이 있어 편리하게 이용할 수 있으며 특급호텔 3,000여 실과 펜션 1,000여 실도 차량으로 15분 거리에 위치해 있다.",064-738-6400,주차 가능,11:00 ~ 15:30,연중무휴,뷔페,뷔페 / 소안심스테이크 / 흑돼지커틀렛 / 해산물스파게티 / 전복성게미역국 / 제주흑돈김치찌개 외,"부대시설:비즈니스센터, 이어도프라자, 제주은행, 푸드코트 등
"
370,해녀의 부엌,"제주특별자치도 제주시 구좌읍 해맞이해안로 2265
			",33.4978173678,126.912306105,"버려진 해녀의 공간을 재생, 해녀들이 직접 채취한 해산물을 활용한 로컬 푸드 다이닝과 해녀들의 삶을 담은 공연을 결합한 퍼포먼스를 제공하는 문화예술 스타트업이다. <br>",070-8015-5286,주차 가능,12:00 ~ 17:00,화요일 / 수요일,해산물,해산물,
371,맛있는 집,"제주특별자치도 서귀포시 중앙로 110
			",33.254296964,126.5611504201,"맛있는집은 제주 서귀포시 동홍동에 있다. 맛있는 집은 식재료의 신선함을 유지하기 위해 노력한다. 오겹살과 두루치기가 별미이며, 향토음식(보말국)이 인기가 좋다.<br>",064-763-3760,주차 가능,08:00 ~ 20:00 (토요일 08:00 ~ 14:00),일요일,보말국,보말국 / 두루치기 / 동태찌개 / 고등어조림 / 순두부찌개 / 돌솥비빔밥 외,
372,카페 귤꽃다락,"제주특별자치도 서귀포시 이어도로1027번길 34
			",33.2464388857,126.522523388,"1978년에 지어진 귤밭 돌창고를 개조한 카페다. 모든 케익류와 양갱, 음료에 쓰이는 청은 수제로 만들어졌다. 별관과 귤밭은 애견동반도 가능하다. 귤밭 포토존이 있어 제주도의 감성을 듬뿍 담을 수 있다.",0507-1409-2323,,11:30 ~ 18:30 (라스트 오더 17:45),매주 수요일,제주녹차샷슈크림라떼 / 청귤무스케이크,제주녹차샷슈크림라떼 / 청귤무스케이크 / 귤양갱 / 아인슈페너 / 아메리카노 외,
373,바당국수(구 국수바다),"제주특별자치도 서귀포시 중앙로48번길 43
			",33.2503863558,126.5656723378,"국수바다가 바당국수로 명칭을 변경하며 확장 오픈하였다. 고기 국수를 대표 메뉴로 하며 그 밖에도 돼지국밥, 돔베고기, 고등어구이 등 제주도 특색 메뉴를 판매한다.<br>",064-733-9259,주차 가능,09:00 ~ 24:00 (재료 소진 시 영업종료),둘째·넷째주 화요일,고기 국수,고기 국수 / 멸치 국수 / 돼지국밥 / 돔베고기 외,
374,집의기록상점,"제주특별자치도 제주시 한림읍 귀덕11길 60
			",33.446532657,126.297230134,제주시 한림읍에 위치하고 있는 집의기록상점은 바닷마을 작은 시골가게로 맛있는 타르트와 디저트를 소품들과 함께 판매하고 있다. 떠오르고 있는 베이커리&소품샵으로 관광객의 발걸음이 잦은 곳이다.,070-8845-5556,가게 뒤편 돈해상/버거요 주차장 이용,토-화요일 13:00 ~ 17:00,수/목/금요일,메이플피칸쿠키,메이플피칸쿠키 / 에그타르트 / 콘타르트 / 호박타르트 / 까눌레 외,
375,네거리식당,"제주특별자치도 서귀포시 서문로29번길 20
			",33.2517832918,126.5572980318,"신선한 재료를 이용한 제주 음식을 만날 수 있다. 제주특별자치도 서귀포시에 있는 한식 전문점이다. 대표메뉴는 갈치국과 성게미역국, 고등어조림이다.",064-762-5513,,평일 07:30-22:00 / 주말 09:00-22:00(라스트오더 21:00),,고등어구이,"갈치국, 성게미역국, 옥돔미역국, 갈치구이, 고등어구이 외","장애인 편의시설:주출입구 경사로 설치
"
376,동복해녀식당,"제주특별자치도 제주시 구좌읍 동복로 5
			",33.5535134457,126.7069087584,"사조리조트 앞 동복해안도로 입구에 위치한 ""동복해녀식당""은 맑고 푸른 에메랄드빛 바다가 손에 잡힐 듯 바다 가까이 위치해 있으면서 아름답고 전망 좋은 풍경과 청결하고 세련된 실내, 제주 동부지역 최고를 지향하는 맛과 친절, 최고의 청결함과 위생, 서비스로 유명한 제주특별자치도가 자랑할 만한 가족 중심형 퓨전 일식형 횟집이며 제주 고유 토속 음식 식당으로 별미회국수와 별미쌈회국수, 갈치, 고등어, 옥돔으로 하는 향토음식과 싱싱한 활어회를 전문으로 하는 유명 맛집이다.
※ 2000년부터 2001년 ~ 2008년 연속 9년에 걸쳐 북제군, 제주 시청에서 시행하는 모범음식점 인증을 획득, 지정받은 모범음식점이다.
※ 제주국제자유도시개발센터(JDC) 8월 호 사보에 도내 식당 중 유일하게 보도되기도 한 인정받는 유명 맛집이다.
※ 제주를 찾는 관광객들을 가족처럼 친절히 맞이하여 편안하고 저비용의 여행을 위해 불합리함을 제거한 보배로운 관광지로 부상하기 위해 저비용 좋은 품질의 음식을 제공하기 위한 제주도 베스트 맛집에 선정하기도 한 유명 맛집이다.
※ 제주 시청 1업소 1자랑거리에 선정된 유명 맛집으로 실내에는 제주 돌하르방이 목각 하르방으로 변신한 하르방 가족들을 구경할 수 있으며, 주간과 야간에 소원 날리기 대형 연을 10여 분간 날릴 수 있는 체험 연날리기도 준비하고 있다.
※ 일본 아사이 방송에서 2006년 12월 4일 촬영해간 유명 맛집이기도 하다.
구좌읍 김녕리 5229번지 '유기농 야채 직영 재배장'에서는 방울토마토, 큰 토마토, 오이, 애호박, 고추, 피망, 상추, 깻잎, 쥬키니란, 대형 호박 등을 직접 재배하고 있다. 실외에는 대형 화산석 해녀상과 최고로 큰 대형 튜브, 일몰시간대가 너무나 아름다워 전문 사진작가들도 자주 찾는 기념사진 촬영 장소로도 각광받고 있다. 실내에는 해녀의 일생을 대형 그림으로 표현된 해녀 일대기 그림 5점이 있어서 제주해녀의 일생을 그림으로 감상할 수도 있다.",064-783-4158,주차 가능,10:30 ~ 19:30,목요일,회국수,회국수 / 회덮밥 / 성게국수 / 보말죽 / 갈치조림 / 옥돔구이 외,"화장실:남녀개별 / 업소내 위치<br>
※ 방문한 고객분들이 지어준 ""기분좋은 아름다운 화장실""
"
377,오름나그네,"제주특별자치도 제주시 조천읍 선교로 525
			",33.4590961966,126.7120771375,"제주특별자치도 제주시 조천읍에 위치한 오름나그네는 거문오름, 산굼부리 등 유명 관광지와 인접해있어 중간에 식사하기에 최적의 장소에 있다. 대표메뉴는 보말칼국수와 전복성게칼국수로 제주도의 토속음식을 즐길 수 있는 음식점이다. <br>",064-784-2277,주차 가능,10:00 ~ 15:00,매주 화요일,"보말칼국수, 전복성게칼국수",보말칼국수 / 전복성게칼국수 / 버섯들깨칼국수 / 해물파전 / 메밀묵무침,
378,금뽕똘,"제주특별자치도 제주시 번영로 500
			",33.4901186662,126.5948754947,"제주시 봉개동에 있는 금뽕똘 향토음식점은 제주시 동부권 초입에 위치하였으며, 320석 규모와 넓은 주차장이 마련되어 있다. 이곳의 음식은 제주 농수산물을 사용하여 제공하고 있으며, 농수산물 직매장이 있어 제주산 수산물을 비롯한 다양한 토산품을 판매하고 있다. 2층 연회장은 각종 세미나, 워크숍, 피로연, 돌잔치 등의 행사를 진행할 수 있도록 빔프로젝터 및 음향시설이 갖추어져 있다.<br>",064-721-1111,주차 가능,11:00 ~ 16:00,일요일,갈치조림,갈치조림 / 해물뚝배기 / 활어회 / 물회 / 고등어구이 외,"부대시설:금뽕똘농수산물직매장, 2층 연회장
"
